link_repository,titles,authors,years,abstracts_in,abstracts_en,keywords
http://etd.repository.ugm.ac.id/home/detail_pencarian/148932,REGRESI KUANTIL DENGAN METODE ESTIMASI BAYESIAN; BAYESIAN REGRESSION QUANTILE,"LATIFAH RATNAWATI, Zulaela",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Regresi kuantil merupakan teknik statistika yang digunakan untuk menduga hubungan antara variabel respon dengan variabel prediktor dengan cara mengestimasi kuantil kondisional pada berbagai nilai proporsi dari variabel respon. Pendekatan Bayesian dalam regresi kuantil digunakan karena Asymptotic inference tidak diperlukan, sehingga regresi kuantil dapat digunakan untuk semua ukuran sampel. Pendekatan Bayesian untuk regresi kuantil dengan membentuk fungsi likelihood didasarkan pada distribusi Laplace asimetris. Dengan menggunakan Markov chain Monte Carlo (MCMC) metode Bayesian relative lebih mudah mendapatkan distribusi posterior, bahkan dalam situasi yang kompleks.",,Kata Kunci : Regresi Kuantil; Inferensi Bayesian; Distribusi Laplace Asimetris; Markov chain Monte Carlo
http://etd.repository.ugm.ac.id/home/detail_pencarian/149447,ANALISIS BAYESIAN UNTUK REGRESI KUANTIL DENGAN MENGGUNAKAN ALGORITMA GIBBS SAMPLING; BAYESIAN ANALYSIS FOR QUANTILE REGRESSION USING GIBBS SAMPLING ALGORITHM,"ANNISA’ HANIF, Subanar",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Regresi kuantil mendapatkan perhatian yang tinggi baik dari segi teoritis maupun dari sudut pandang empiris. Ini adalah suatu prosedur statistik dengan meminimalkan jumlahan dari asymmetrically weighted absolute dan dapat digunakan untuk memeriksa hubungan antara kuantil dari distribusi variabel dependen. Regresi kuantil dapat digunakan untuk mengatasi keterbatasan regresi linear dalam menganalisis sejumlah data yang berbentuk lonceng tidak simetris dan regresi kuantil sangat berguna jika distribusi data tidak homogen. Regresi Kuantil dapat diestimasi menggunakan metode Bayesian. Metode Bayesian adalah metode analisis yang berdasarkan pada informasi yang berasal dari sampel dan informasi prior. Gabungan informasi ini disebut posterior. Untuk mencari distribusi posterior seringkali menghasilkan perhitungan yang tidak dapat diselesaikan secara analitis sehingga digunakan pendekatan Gibbs sampling. Estimasi parameter dari model adalah mean dari distribusi posterior yang diperoleh dari proses Gibbs sampling tersebut. Dalam skripsi ini dibahas regresi kuantil menggunakan asymmetric Laplace distribution dari sudut pandang Bayesian. Digunakan algoritma Gibbs sampling untuk mencari estimator dari model regresi kuantil berdasarkan parameter lokasi dan skala dari mixture representation asymmetric Laplace distribution. Studi kasus dalam skripsi ini membahas faktor apa saja yang mempengaruhi harga emas. Hasil estimasi regresi kuantil dengan metode Bayesian akan dibandingkan dengan regresi linear menggunakan metode OLS, dan dibandingkan dengan metode regresi kuantil. Lalu didapatkan kesimpulan bahwa metode Bayesian lebih baik daripada estimasi yang lainnya.",,Kata Kunci : Regresi Kuantil; Bayesian; Gibbs sampling; Asymmetric Laplace Distribution
http://etd.repository.ugm.ac.id/home/detail_pencarian/149192,ANALISIS PARTIAL LEAST SQUARES REGRESI (PLS-R); PARTIAL LEAST SQUARES REGRESSION (PLS-R) ANALYSIS,"INGGRIT RABERTA, Abdurakhman",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Metode Partial Least Squares Regresi (PLS-R) adalah teknik regresi linear antara variabel prediktor X yang bersifat multivariat dengan variabel respon Y. Model linear optimal PLS-R dibangun dari hasil reduksi variabel prediktor X. Proses reduksi tersebut menghasilkan variabel baru yang disebut sebagai komponen utama. Proses estimasi parameter-parameter yang ada pada model regresi ini, digunakan Algoritma Nonlinear Iterative Partial Least Squares (NIPALS). Metode PLS-R tersebut akan digunakan untuk studi kasus mengenai faktor-faktor yang mempengaruhi Pendapatan Asli Daerah (PAD) Kabupaten Sleman. Data menunjukkan adanya multikolinearitas, sehingga pada kondisi ini regresi OLS tidak cocok digunakan, dan digunakan PLS-R sebagai suatu alternatif dalam mengatasi multikolinearitas data. Hasil analisis studi kasus disimpulkan bahwa metode PLS-R mampu menangani masalah multikolinearitas.",,Kata Kunci : Partial Least Square Regresi; PLS-R; komponen utama; NIPALS; regresi berganda; Pendapatan Asli Daerah; multikolinearitas.
http://etd.repository.ugm.ac.id/home/detail_pencarian/149448,PORTOFOLIO OPTIMAL DENGAN METODE BEST BETA CAPM ( Studi Kasus Pada Saham – Saham LQ-45 Periode 2010 – 2013 );OPTIMAL PORTFOLIOS WITH BEST BETA CAPM,"ASTRIANI KUSUMANINGRUM, Abdurakhman",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Masalah 'best-beta' muncul yaitu pada potensi kesalahan pada model asset pricing Sharpe-Lintner-Hitam (CAPM) yang telah diakui. Dengan memasukkan variable target kedalam preferensi investor, diperoleh suatu best beta CAPM yang membahas perbandingan teori CAPM dan analisis sederhana dalam meningkatkan akurasi penetapan harga. Pengamatan empiris menunjukkan bahwa BCAPM diharapkan memprediksi hasil yang lebih baik dibandingkan dengan CAPM yaitu sekitar 20% sampai 30% per tahun. Kita tidak dapat menemukan, kita bisa setidaknya memperbaiki, kita dapat memberikan sedikit perkembangan.",,Kata Kunci : Resiko; Capital Asset Pricing Model ( CAPM ); Beta; Portofolio
http://etd.repository.ugm.ac.id/home/detail_pencarian/149452,REGRESI ROBUST DENGAN ESTIMASI GENERALIZED M; ROBUST REGRESSION WITH GENERALIZED M ESTIMATION,"M. SULTONI ARDHI, Subanar",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Analisis regresi merupakan suatu analisis statistik untuk mempelajari hubungan antara variabel dependen dengan variabel independen. Metode kuadrat terkecil merupakan salah satu metode yang sering digunakan untuk mengestimasi parameter dalam analisis regresi linear. Namun apabila terdapat pencilan pada data, dapat menyebabkan asumsi dalam regresi linear tidak terpenuhi. Salah satu cara untuk mengatasi masalah tersebut adalah tetap menggunakan seluruh data, tetapi dengan memberikan bobot yang rendah untuk observasi yang terindikasi sebagai pencilan, metode ini dikenal dengan nama metode regresi robust. Terdapat beberapa metode estimasi dalam regresi robust, salah satunya adalah estimasi GM (Generalized M). Estimasi GM merupakan pengembangan dari estimasi M untuk mengatasi kekurangan dari estimasi M ketika pencilan terdapat pada variabel independen, karena estimasi M hanya dapat mengatasi pencilan pada variabel dependen. Estimasi GM dapat digunakan untuk mengatasi pencilan pada variabel dependen dan variabel independen. Di dalam Tugas Akhir ini, koefisien determinasi dari metode estimasi GM akan dibandingkan dengan metode kuadrat terkecil dan estimasi M. Hasilnya, estimasi GM dapat menghasilkan model yang lebih baik dibandingkan dengan metode kuadrat terkecil dan estimasi M.",,Kata Kunci : Regresi Linear; MKT; Regresi Robust; Pencilan; Identifikasi Pencilan; Estimasi GM; Estimasi M
http://etd.repository.ugm.ac.id/home/detail_pencarian/149709,ANALISIS BAYESIAN UNTUK REGRESI SPLINER TERPENALTI; BAYESIAN ANALYSIS FOR PENALIZED SPLINE REGRESSION,"RIKA FITRIANI, Gunardi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,N,,Kata Kunci : Regresi spline terpenalti; Regresi sline terpenalti dengan metode bayesian gibbs sampling
http://etd.repository.ugm.ac.id/home/detail_pencarian/149455,ESTIMASI MAKSIMUM LIKELIHOOD PADA MODEL GROWTH CURVE DAN APLIKASINYA PADA MODEL GROWTH CURVE LINEAR; MAXIMUM LIKELIHOOD ESTIMATION MODEL OF GROWTH CURVE MODEL AND APPLICATION OF LINEAR GROWTH CURVE,"FAUZIA FATMANINGRUM, Sri Haryatmi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Model growth curve merupakan model Generalized Multivariate Analysis of variance (GMANOVA) yang khusus digunakan untuk menganalisis masalah pertumbuhan pada runtun waktu yang pendek. Untuk kasus pertumbuhan subjek secara linear, digunakan model growth curve linear. Tujuan dari analisis model growth curve adalah pembandingan parameter untuk mengetahui variabel respon yang diamati pada suatu runtun waktu tertentu, pada beberapa grup yang ada. Dimana pada beberapa bidang ilmu seperti ilmu hewan, hortikultura, uji klinis, ilmu kedokteran, psikologi, eksperimen psikologi, biologi, dan sosial diperlukan analisis mengenai masalah pembandingan pertumbuhan suatu subjek yang diamati ulang dalam runtun waktu tertentu untuk kasus lebih dari 2 grup atau perlakuan. Masalah tersebut mempunyai kemiripan dengan masalah pada MANOVA, hanya saja variabel responnya ditetapkan sebagai pertumbuhan subjek runtun waktu tertentu atau yang biasa disebut kasus repeated measure. Repeated measure mengacu pada situasi di mana pengukuran beberapa variabel respon yang diperoleh, selama beberapa periode waktu, dari setiap unit eksperimental. Biasanya, respon yang diambil dari waktu ke waktu, dalam waktu mingguan / bulanan. Dalam skripsi ini langkah yang digunakan untuk menganalisis growth curve adalah pengujian asumsi model growth curve, estimasi parameter model growth curve menggunakan metode Maximum likelihood Estimator (MLE) untuk mengestimasi parameter model growth curve, dan pembandingan parameter model growth curve.",,Kata Kunci : Model Growth Curve Linear; Maximum likelihood Estimator; Generalized Multivariate Analysis of Variance; Multivariate Analysis of Variance; Repeated Measure
http://etd.repository.ugm.ac.id/home/detail_pencarian/148949,PENENTUAN HARGA OPSI BELI TIPE EROPA DENGAN MENGESTIMASI NILAI IMPLIED VOLATILITY MENGGUNAKAN METODE NEWTON-RAPHSON DAN BISECTION;,"FAHMI NURHUDA, Sardjono",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Opsi call tipe Eropa adalah salah satu contoh dari Sekuritas derivatif. Model revolusioner untuk menghitung nilai opsi call Eropa adalah formula Black- Scholes. Untuk menghitung nilai opsi dengan menggunakan formula Black- Scholes diperlukan lima parameter, yaitu: harga aset saat awal (S0), harga patokan opsi (K), waktu jatuh tempo opsi (T), suku bunga bebas risiko (r), dan volatilitas harga asset dasar (?). Semua parameter dalam formula Black-Scholes dapat diketahui secara langsung, kecuali volatilitas (?). Dalam skripsi ini akan dibahas bagaimana mengestimasi volatilitas dengan menggunakan implied volatility, yaitu nilai volatilitas yang di dapat dengan menggunakan bantuan nilai opsi yang didapat dari pasar dengan metode numerik, yaitu metode Bisection dan metode Newton-Raphson. Hasil dari nilai implied volatility ini akan digunakan untuk menentukan harga wajar opsi call tipe Eropa pada periode selanjutnya",,Kata Kunci : Black-Scholes; Implied Volatility; Bisection; Newton-Raphson; Opsi call Eropa
http://etd.repository.ugm.ac.id/home/detail_pencarian/149461,APLIKASI SUKU BUNGA MODEL COX-INGERSOLL-ROSS (CIR) DALAM PERHITUNGAN PREMI ASURANSI JIWA DWIGUNA; THE APPLICATION OF COX – INGERSOLL - ROSS (CIR) INTEREST RATE MODEL IN PREMIUM CALCULATION OF ENDOWMENT LIFE INSURANCE,"HERMAWATI SETIYANINGSIH, Yunita Wulan Sari",2013 | Skripsi | PROGRAM STUDI STATISTIKA,Asuransi jiwa dwiguna adalah kombinasi antara asuransi jiwa berjangka dan asuransi jiwa dwiguna murni. Polis ini menjanjikan pembayaran manfaat kepda ahli waris tertanggung bila tertanggung meninggal dalam jangka waktu mengikuti polis atau pembayaran manfaat kepada tertanggung bila ia hidup sampai akhir masa kontrak asuransi. Jadi artinya polis asuransi jiwa dwiguna memiliki dua elemen yaitu perlindungan jiwa dan tabungan sehingga tertanggung dan ahli waris dapat memperoleh manfaat. Perhitungan premi asuransi jiwa biasanya dengan asumsi suku bunga bergerak tetap sepanjang waktu. Asumsi ini tidak sesuai dengan kenyataan bahwa suku bunga bergerak secara fluktuatif. Sehingga diperlukan model tingkat suku bunga stokastik yang telah mempertimbangkan pergerakan tingkat suku bunga secara fluktuatif. Pada skripsi ini akan dihitung harga premi tahunan asuransi jiwa dwiguna untuk tingkat bunga mengikuti model CIR. Model Cox-Ingersoll-Ross (CIR) merupakan salah satu model stokastik yang menggambarkan perubahan tingkat bunga untuk jangka waktu yang pendek. Model suku bunga CIR merupakan perluasan dari model suku bunga Vasicek. Model suku bunga CIR mengasumsikan suku bunga selalu positif. Parameterparameter model CIR akan diestimasi dengan metode estimasi kuadrat terkecil bersyarat.,,Kata Kunci : suku bunga; asuransi jiwa dwiguna; Cox-Ingersoll- Ross (CIR); estimasi kuadrat terkecil bersyarat
http://etd.repository.ugm.ac.id/home/detail_pencarian/149208,KLASIFIKASI DAN PREDIKSI KEPUTUSAN CREDIT SCORING BERDASARKAN KLASIFIER NAIVE BAYES; CLASSIFICATION AND PREDICTION OF DECISION CREDIT SCORING BASED ON NAIVE BAYES CLASSIFICATION,"DYAH RETNA WULANDARI, Gunardi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Data mining adalah suatu ilmu yang bertujuan untuk menganalisis dan mencari pola atau hubungan tertentu dari sekumpulan data dalam ukuran besar melalui data-data historis. Hasil keluaran data mining ini adalah berupa pola atau hubungan yang bisa memperbaiki keputusan di masa depan. Salah satu pola atau hubungan tersebut adalah pengklasifikasian credit scoring. Credit scoring ini bertujuan untuk mengetahui karakteristik seorang debitur apakah Ia termasuk golongan Good atau Bad dengan melihat data historis. Berbagai cara dapat digunakan untuk memodelkan credit scoring, namun ada juga metode yang memberikan nilai keakuratan kecil. Pada tugas akhir kali ini akan dibahas Naive Bayes Classification sesuai dengan literatur yang dikumpulkan. Metode ini dapat memberikan keakuratan yang cukup baik dengan data training kecil. Selain itu, metode ini juga mampu mendeteksi eror lebih cepat. Naive Bayes Classification ini adalah suatu metode klasifikasi dengan mengasumsikan variabel-variabelnya independen. Selain itu Naive Bayes Classification ini menggunakan teori dasar bayes. Hasil analisis tersebut berupa probabilitas masing-masing variabel yang akan digunakan untuk memprediksi keputusan masa depan. .",,Kata Kunci : data mining; Naive Bayes Classification; Bayessian; credit scoring.
http://etd.repository.ugm.ac.id/home/detail_pencarian/149467,ANALISIS BAYESIAN PADA REGRESI LOGISTIK MULTIVARIAT DENGAN ALGORITMA MCMC RANDOM WALK METROPOLIS; BAYESIAN ANALYSIS OF MULTIVARIATE LOGISTIC REGRESSION WITH MCMC RANDOM WALK METROPOLIS ALGORITHM,"ARIF MARJUKI, Herni Utami",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Di banyak area aplikasi, seperti epidemiologi dan penelitian biomedis, regresi logistik merupakan pendekatan standar untuk analisis data biner maupun data kategorik. Pendekatan umum untuk data jenis ini dapat digunakan pendekatan generalized estimating equation (GEE, Zeger dan Liang, 1986). Meskipun pendekatan GEE memecahkan masalah data biner ataupun data kategorik, namun pendekatan ini bergantung pada asumsi sampel besar.Dalam skripsi ini menggunakan pendekatan metode Bayesian untuk mengestimasi data biner. Pendekatan Bayesian sering kali menghasilkan perhitungan yang rumit dimana melalui integrasi numerik dengan dimensi integral yang cukup besar. Dengan menggunakan algoritma Markov Chain Monte Carlo (MCMC) didapatkan perkiraan distribusi posterior yang tepat, algoritma ini juga tidak memerlukan pembenaran asumsi sampel besar. Algoritma ini juga menghasilkan perhitungan yang cepat dan efisien. Metode estimasi Bayesian melibatkan informasi prior dari parameter yang digunakan. Skripsi ini termotivasi oleh kebutuhan untuk mengembangkan metode Bayesian pada regresi logistik multivariat dengan distribusi prior noninformatif",,Kata Kunci : Multivariate binary data; Logistic regression; Bayesian statistic; MCMC algorithm; Metropolis-Hasting algorithm.
http://etd.repository.ugm.ac.id/home/detail_pencarian/149472,ANALISIS REGRESI HAZARD ADITIF DENGAN MODEL LIN DAN YING; (ADDITIVE HAZARD REGRESSION ANALYSIS WITH LIN AND YING MODEL),"RAHMASARI NUR AZIZAH, Danardono",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Data antar kejadian (data survival) merupakan data yang berupa lama waktu hingga suatu kejadian terjadi. Apabila waktu kejadian dipengaruhi oleh satu atau beberapa variabel yang lain, maka dapat digunakan analisis regresi untuk memodelkan pengaruh dari variabel independen tersebut. Salah satu analisis regresi yang dapat digunakan adalah analisis regresi hazard aditif dengan model Lin dan Ying. Pada model hazard aditif Lin dan Ying, koefisien regresi bersifat konstan, nilainya tidak bergantung pada waktu. Metode yang digunakan untuk mengestimasi koefisien regresi pada model ini menyerupai maximum partial likelihood pada regresi Cox. Estimasi dari koefisien regresi dapat diperoleh dari persamaan score equation yang didapat dengan meniru score equation model Cox. Score equation model Cox merupakan turunan dari log partial likelihoodnya. Dalam skripsi ini, analisis regresi hazard aditif dengan model Lin dan Ying digunakan untuk menganalisis variabel-variabel yang mempengaruhi kegagalan pengobatan pasien penderita penyakit TBC di Puskesmas Mantang, Lombok Tengah. Risk difference juga dihitung untuk menjelaskan pengaruh masing-masing variabel tersebut. Diberikan pengerjaan alternatif menggunakan analisis regresi hazard dengan model Aalen, dimana grafik dari fungsi regresi kumulatifnya digunakan untuk menginterpretasikan pengaruh dari variabelvariabel independen terhadap kegagalan pengobatan. Dapat terlihat bahwa analisis regresi hazard aditif dengan menggunakan model Lin dan Ying memiliki kemudahan dalam hal interpretasi pengaruh dari masing-masing variabel, jika dibandingkan dengan analisis regresi hazard aditif dengan model Aalen.",,Kata Kunci : data antar kejadian; analisis regresi hazard aditif; model Lin dan Ying; maximum partial likelihood; regresi Cox; analisis regresi hazard dengan model Aalen
